sample,t_s,cmd_age_ms,qd_L_hip_pitch,q_L_hip_pitch,dq_L_hip_pitch,tau_L_hip_pitch,qd_L_hip_roll,q_L_hip_roll,dq_L_hip_roll,tau_L_hip_roll,qd_L_hip_yaw,q_L_hip_yaw,dq_L_hip_yaw,tau_L_hip_yaw,qd_L_knee,q_L_knee,dq_L_knee,tau_L_knee,qd_L_ank_pitch,q_L_ank_pitch,dq_L_ank_pitch,tau_L_ank_pitch,qd_L_ank_roll,q_L_ank_roll,dq_L_ank_roll,tau_L_ank_roll,qd_R_hip_pitch,q_R_hip_pitch,dq_R_hip_pitch,tau_R_hip_pitch,qd_R_hip_roll,q_R_hip_roll,dq_R_hip_roll,tau_R_hip_roll,qd_R_hip_yaw,q_R_hip_yaw,dq_R_hip_yaw,tau_R_hip_yaw,qd_R_knee,q_R_knee,dq_R_knee,tau_R_knee,qd_R_ank_pitch,q_R_ank_pitch,dq_R_ank_pitch,tau_R_ank_pitch,qd_R_ank_roll,q_R_ank_roll,dq_R_ank_roll,tau_R_ank_roll,qd_waist_roll,q_waist_roll,dq_waist_roll,tau_waist_roll,qd_waist_yaw,q_waist_yaw,dq_waist_yaw,tau_waist_yaw,qd_L_sh_pitch,q_L_sh_pitch,dq_L_sh_pitch,tau_L_sh_pitch,qd_L_sh_roll,q_L_sh_roll,dq_L_sh_roll,tau_L_sh_roll,qd_L_sh_yaw,q_L_sh_yaw,dq_L_sh_yaw,tau_L_sh_yaw,qd_L_elbow,q_L_elbow,dq_L_elbow,tau_L_elbow,qd_L_wrist,q_L_wrist,dq_L_wrist,tau_L_wrist,qd_R_sh_pitch,q_R_sh_pitch,dq_R_sh_pitch,tau_R_sh_pitch,qd_R_sh_roll,q_R_sh_roll,dq_R_sh_roll,tau_R_sh_roll,qd_R_sh_yaw,q_R_sh_yaw,dq_R_sh_yaw,tau_R_sh_yaw,qd_R_elbow,q_R_elbow,dq_R_elbow,tau_R_elbow,qd_R_wrist,q_R_wrist,dq_R_wrist,tau_R_wrist
765,0.945521,3.714,-0.11205,-0.10656,0.0029,-0.555,0.05499,0.00860,0.0015,4.636,-0.04578,-0.03499,-0.0032,-1.074,0.28181,0.30643,-0.0009,-2.460,-0.02616,-0.19091,-0.0010,6.593,-0.06400,-0.01539,-0.0012,-1.941,-0.12811,-0.11306,0.0017,-1.508,-0.04686,0.00378,-0.0041,-5.056,0.04065,0.03131,0.0020,0.930,0.28746,0.31951,0.0013,-3.209,-0.02628,-0.19822,-0.0022,6.883,0.07321,0.01015,-0.0004,2.524,0.00583,0.00803,0.0006,-0.221,0.00208,0.00217,0.0003,-0.010,0.36630,0.34436,-0.0003,0.878,0.19610,0.17205,0.0002,0.962,0.00857,0.00039,0.0003,0.163,0.85240,0.86770,-0.0001,-0.306,0.00371,0.00370,0.0003,0.000,0.38008,0.35526,0.0004,0.992,-0.19315,-0.17241,0.0006,-0.831,-0.01010,-0.00232,-0.0009,-0.155,0.86060,0.87529,-0.0005,-0.293,-0.00492,-0.00548,0.0009,0.010
766,0.946662,4.855,-0.11205,-0.10656,0.0029,-0.555,0.05499,0.00860,0.0015,4.636,-0.04578,-0.03499,-0.0032,-1.074,0.28181,0.30643,-0.0009,-2.460,-0.02616,-0.19091,-0.0010,6.593,-0.06400,-0.01539,-0.0012,-1.941,-0.12811,-0.11306,0.0017,-1.508,-0.04686,0.00378,-0.0041,-5.056,0.04065,0.03131,0.0020,0.930,0.28746,0.31951,0.0013,-3.209,-0.02628,-0.19822,-0.0022,6.883,0.07321,0.01015,-0.0004,2.524,0.00583,0.00803,0.0006,-0.221,0.00208,0.00217,0.0003,-0.010,0.36630,0.34436,-0.0003,0.878,0.19610,0.17205,0.0002,0.962,0.00857,0.00039,0.0003,0.163,0.85240,0.86770,-0.0001,-0.306,0.00371,0.00370,0.0003,0.000,0.38008,0.35526,0.0004,0.992,-0.19315,-0.17241,0.0006,-0.831,-0.01010,-0.00232,-0.0009,-0.155,0.86060,0.87529,-0.0005,-0.293,-0.00492,-0.00548,0.0009,0.010
767,0.947971,6.164,-0.11205,-0.10655,0.0029,-0.555,0.05499,0.00860,0.0015,4.636,-0.04578,-0.03499,-0.0032,-1.073,0.28181,0.30643,-0.0009,-2.460,-0.02616,-0.19091,-0.0010,6.593,-0.06400,-0.01540,-0.0012,-1.941,-0.12811,-0.11306,0.0017,-1.508,-0.04686,0.00377,-0.0041,-5.056,0.04065,0.03132,0.0020,0.930,0.28746,0.31952,0.0013,-3.209,-0.02628,-0.19823,-0.0022,6.883,0.07321,0.01015,-0.0004,2.524,0.00583,0.00803,0.0005,-0.221,0.00208,0.00217,0.0003,-0.010,0.36630,0.34436,-0.0003,0.878,0.19610,0.17205,0.0002,0.962,0.00857,0.00039,0.0003,0.163,0.85240,0.86770,-0.0001,-0.306,0.00371,0.00370,0.0003,0.000,0.38008,0.35526,0.0004,0.992,-0.19315,-0.17241,0.0006,-0.831,-0.01010,-0.00232,-0.0009,-0.155,0.86060,0.87529,-0.0005,-0.293,-0.00492,-0.00548,0.0009,0.010
768,0.949064,7.257,-0.11205,-0.10654,0.0029,-0.556,0.05499,0.00861,0.0015,4.635,-0.04578,-0.03500,-0.0032,-1.072,0.28181,0.30642,-0.0009,-2.460,-0.02616,-0.19092,-0.0010,6.593,-0.06400,-0.01540,-0.0012,-1.941,-0.12811,-0.11305,0.0017,-1.508,-0.04686,0.00377,-0.0041,-5.055,0.04065,0.03132,0.0020,0.930,0.28746,0.31952,0.0013,-3.209,-0.02628,-0.19823,-0.0022,6.883,0.07321,0.01015,-0.0004,2.524,0.00583,0.00804,0.0005,-0.221,0.00208,0.00217,0.0003,-0.010,0.36630,0.34436,-0.0003,0.878,0.19610,0.17205,0.0002,0.962,0.00857,0.00039,0.0003,0.163,0.85240,0.86770,-0.0001,-0.306,0.00371,0.00370,0.0003,0.000,0.38008,0.35526,0.0004,0.992,-0.19315,-0.17241,0.0006,-0.831,-0.01010,-0.00233,-0.0009,-0.155,0.86060,0.87529,-0.0005,-0.293,-0.00492,-0.00548,0.0008,0.010
769,0.950821,9.014,-0.11205,-0.10654,0.0029,-0.556,0.05499,0.00861,0.0015,4.635,-0.04578,-0.03500,-0.0032,-1.072,0.28181,0.30642,-0.0009,-2.460,-0.02616,-0.19092,-0.0010,6.593,-0.06400,-0.01540,-0.0012,-1.941,-0.12811,-0.11305,0.0017,-1.508,-0.04686,0.00377,-0.0041,-5.055,0.04065,0.03132,0.0020,0.930,0.28746,0.31952,0.0013,-3.209,-0.02628,-0.19823,-0.0022,6.883,0.07321,0.01015,-0.0004,2.524,0.00583,0.00804,0.0005,-0.221,0.00208,0.00217,0.0003,-0.010,0.36630,0.34436,-0.0003,0.878,0.19610,0.17205,0.0002,0.962,0.00857,0.00039,0.0003,0.163,0.85240,0.86770,-0.0001,-0.306,0.00371,0.00370,0.0003,0.000,0.38008,0.35526,0.0004,0.992,-0.19315,-0.17241,0.0006,-0.831,-0.01010,-0.00233,-0.0009,-0.155,0.86060,0.87529,-0.0005,-0.293,-0.00492,-0.00548,0.0008,0.010
770,0.950931,9.124,-0.11205,-0.10654,0.0029,-0.556,0.05499,0.00861,0.0015,4.635,-0.04578,-0.03500,-0.0032,-1.072,0.28181,0.30642,-0.0009,-2.460,-0.02616,-0.19092,-0.0010,6.593,-0.06400,-0.01540,-0.0012,-1.941,-0.12811,-0.11305,0.0017,-1.508,-0.04686,0.00377,-0.0041,-5.055,0.04065,0.03132,0.0020,0.930,0.28746,0.31952,0.0013,-3.209,-0.02628,-0.19823,-0.0022,6.883,0.07321,0.01015,-0.0004,2.524,0.00583,0.00804,0.0005,-0.221,0.00208,0.00217,0.0003,-0.010,0.36630,0.34436,-0.0003,0.878,0.19610,0.17205,0.0002,0.962,0.00857,0.00039,0.0003,0.163,0.85240,0.86770,-0.0001,-0.306,0.00371,0.00370,0.0003,0.000,0.38008,0.35526,0.0004,0.992,-0.19315,-0.17241,0.0006,-0.831,-0.01010,-0.00233,-0.0009,-0.155,0.86060,0.87529,-0.0005,-0.293,-0.00492,-0.00548,0.0008,0.010
771,0.952359,10.552,-0.11205,-0.10654,0.0029,-0.556,0.05499,0.00861,0.0015,4.635,-0.04578,-0.03501,-0.0032,-1.072,0.28181,0.30642,-0.0009,-2.460,-0.02616,-0.19092,-0.0010,6.593,-0.06400,-0.01540,-0.0011,-1.941,-0.12811,-0.11305,0.0017,-1.509,-0.04686,0.00376,-0.0041,-5.054,0.04065,0.03133,0.0020,0.929,0.28746,0.31952,0.0013,-3.209,-0.02628,-0.19824,-0.0021,6.883,0.07321,0.01015,-0.0004,2.524,0.00583,0.00804,0.0005,-0.221,0.00208,0.00217,0.0003,-0.010,0.36630,0.34436,-0.0003,0.878,0.19610,0.17205,0.0002,0.962,0.00857,0.00039,0.0003,0.163,0.85240,0.86770,-0.0001,-0.306,0.00371,0.00370,0.0003,0.000,0.38008,0.35526,0.0004,0.992,-0.19315,-0.17241,0.0006,-0.831,-0.01010,-0.00233,-0.0009,-0.155,0.86060,0.87529,-0.0005,-0.293,-0.00492,-0.00548,0.0008,0.010
772,0.953405,11.598,-0.11205,-0.10654,0.0029,-0.556,0.05499,0.00861,0.0015,4.635,-0.04578,-0.03501,-0.0032,-1.072,0.28181,0.30642,-0.0009,-2.460,-0.02616,-0.19092,-0.0010,6.593,-0.06400,-0.01540,-0.0011,-1.941,-0.12811,-0.11305,0.0017,-1.509,-0.04686,0.00376,-0.0041,-5.054,0.04065,0.03133,0.0020,0.929,0.28746,0.31952,0.0013,-3.209,-0.02628,-0.19824,-0.0021,6.883,0.07321,0.01015,-0.0004,2.524,0.00583,0.00804,0.0005,-0.221,0.00208,0.00217,0.0003,-0.010,0.36630,0.34436,-0.0003,0.878,0.19610,0.17205,0.0002,0.962,0.00857,0.00039,0.0003,0.163,0.85240,0.86770,-0.0001,-0.306,0.00371,0.00370,0.0003,0.000,0.38008,0.35526,0.0004,0.992,-0.19315,-0.17241,0.0006,-0.831,-0.01010,-0.00233,-0.0009,-0.155,0.86060,0.87529,-0.0005,-0.293,-0.00492,-0.00548,0.0008,0.010
773,0.954557,12.750,-0.11205,-0.10653,0.0029,-0.557,0.05499,0.00861,0.0015,4.635,-0.04578,-0.03501,-0.0032,-1.071,0.28181,0.30642,-0.0009,-2.459,-0.02616,-0.19092,-0.0010,6.593,-0.06400,-0.01540,-0.0011,-1.941,-0.12811,-0.11305,0.0017,-1.509,-0.04686,0.00375,-0.0041,-5.053,0.04065,0.03133,0.0020,0.929,0.28746,0.31953,0.0013,-3.210,-0.02628,-0.19824,-0.0021,6.884,0.07321,0.01015,-0.0004,2.524,0.00583,0.00804,0.0005,-0.221,0.00208,0.00217,0.0003,-0.010,0.36630,0.34436,-0.0003,0.878,0.19610,0.17205,0.0002,0.962,0.00857,0.00039,0.0004,0.163,0.85240,0.86769,-0.0001,-0.306,0.00371,0.00370,0.0003,0.000,0.38008,0.35526,0.0004,0.992,-0.19315,-0.17241,0.0006,-0.831,-0.01010,-0.00233,-0.0009,-0.155,0.86060,0.87529,-0.0005,-0.293,-0.00492,-0.00547,0.0008,0.010
774,0.955695,13.888,-0.11205,-0.10653,0.0029,-0.557,0.05499,0.00861,0.0014,4.635,-0.04578,-0.03502,-0.0034,-1.070,0.28181,0.30642,-0.0009,-2.459,-0.02616,-0.19092,-0.0012,6.593,-0.06400,-0.01541,-0.0014,-1.941,-0.12811,-0.11304,0.0017,-1.509,-0.04686,0.00374,-0.0041,-5.052,0.04065,0.03133,0.0020,0.928,0.28746,0.31953,0.0013,-3.210,-0.02628,-0.19825,-0.0021,6.884,0.07321,0.01015,-0.0004,2.524,0.00583,0.00804,0.0005,-0.221,0.00208,0.00217,0.0003,-0.010,0.36630,0.34436,-0.0002,0.878,0.19610,0.17205,0.0002,0.962,0.00857,0.00039,0.0004,0.163,0.85240,0.86769,-0.0001,-0.306,0.00371,0.00370,0.0003,0.000,0.38008,0.35527,0.0004,0.992,-0.19315,-0.17241,0.0006,-0.831,-0.01010,-0.00233,-0.0009,-0.154,0.86060,0.87529,-0.0005,-0.293,-0.00492,-0.00547,0.0008,0.010
775,0.956869,15.062,-0.11205,-0.10652,0.0029,-0.558,0.05499,0.00862,0.0014,4.634,-0.04578,-0.03503,-0.0036,-1.069,0.28181,0.30642,-0.0009,-2.459,-0.02616,-0.19093,-0.0012,6.594,-0.06400,-0.01541,-0.0016,-1.940,-0.12811,-0.11304,0.0017,-1.510,-0.04686,0.00373,-0.0041,-5.052,0.04065,0.03134,0.0020,0.928,0.28746,0.31953,0.0013,-3.210,-0.02628,-0.19825,-0.0021,6.884,0.07321,0.01015,-0.0004,2.524,0.00583,0.00804,0.0005,-0.222,0.00208,0.00217,0.0003,-0.010,0.36630,0.34436,-0.0002,0.878,0.19610,0.17205,0.0002,0.962,0.00857,0.00039,0.0004,0.163,0.85240,0.86769,-0.0001,-0.306,0.00371,0.00370,0.0003,-0.000,0.38008,0.35527,0.0004,0.992,-0.19315,-0.17241,0.0006,-0.831,-0.01010,-0.00233,-0.0009,-0.154,0.86060,0.87529,-0.0005,-0.293,-0.00492,-0.00547,0.0008,0.010
776,0.958026,16.219,-0.11205,-0.10652,0.0029,-0.558,0.05499,0.00862,0.0014,4.634,-0.04578,-0.03503,-0.0036,-1.069,0.28181,0.30642,-0.0009,-2.459,-0.02616,-0.19093,-0.0012,6.594,-0.06400,-0.01541,-0.0016,-1.940,-0.12811,-0.11304,0.0017,-1.510,-0.04686,0.00373,-0.0041,-5.052,0.04065,0.03134,0.0020,0.928,0.28746,0.31953,0.0013,-3.210,-0.02628,-0.19825,-0.0021,6.884,0.07321,0.01015,-0.0004,2.524,0.00583,0.00804,0.0005,-0.222,0.00208,0.00217,0.0003,-0.010,0.36630,0.34436,-0.0002,0.878,0.19610,0.17205,0.0002,0.962,0.00857,0.00039,0.0004,0.163,0.85240,0.86769,-0.0001,-0.306,0.00371,0.00370,0.0003,-0.000,0.38008,0.35527,0.0004,0.992,-0.19315,-0.17241,0.0006,-0.831,-0.01010,-0.00233,-0.0009,-0.154,0.86060,0.87529,-0.0005,-0.293,-0.00492,-0.00547,0.0008,0.010
777,0.959185,1.125,-0.11205,-0.10652,0.0029,-0.558,0.05486,0.00862,0.0014,4.634,-0.04577,-0.03503,-0.0036,-1.069,0.28179,0.30642,-0.0009,-2.459,-0.02605,-0.19093,-0.0012,6.594,-0.06392,-0.01541,-0.0016,-1.940,-0.12808,-0.11304,0.0017,-1.510,-0.04672,0.00373,-0.0041,-5.052,0.04064,0.03134,0.0020,0.928,0.28752,0.31953,0.0013,-3.210,-0.02620,-0.19825,-0.0021,6.884,0.07320,0.01015,-0.0004,2.524,0.00581,0.00804,0.0005,-0.222,0.00208,0.00217,0.0003,-0.010,0.36630,0.34436,-0.0002,0.878,0.19612,0.17205,0.0002,0.962,0.00861,0.00039,0.0004,0.163,0.85239,0.86769,-0.0001,-0.306,0.00373,0.00370,0.0003,-0.000,0.38007,0.35527,0.0004,0.992,-0.19314,-0.17241,0.0006,-0.831,-0.01009,-0.00233,-0.0009,-0.154,0.86060,0.87529,-0.0005,-0.293,-0.00493,-0.00547,0.0008,0.010
778,0.960324,2.264,-0.11205,-0.10652,0.0029,-0.559,0.05486,0.00862,0.0013,4.621,-0.04577,-0.03503,-0.0037,-1.068,0.28179,0.30642,-0.0009,-2.460,-0.02605,-0.19093,-0.0013,6.598,-0.06392,-0.01541,-0.0017,-1.936,-0.12808,-0.11304,0.0017,-1.508,-0.04672,0.00372,-0.0041,-5.037,0.04064,0.03134,0.0020,0.926,0.28752,0.31953,0.0012,-3.204,-0.02620,-0.19825,-0.0021,6.887,0.07320,0.01015,-0.0004,2.523,0.00581,0.00804,0.0005,-0.224,0.00208,0.00217,0.0003,-0.009,0.36630,0.34436,-0.0002,0.878,0.19612,0.17205,0.0002,0.962,0.00861,0.00039,0.0004,0.164,0.85239,0.86769,-0.0001,-0.306,0.00373,0.00370,0.0003,0.000,0.38007,0.35527,0.0004,0.991,-0.19314,-0.17241,0.0006,-0.831,-0.01009,-0.00234,-0.0009,-0.154,0.86060,0.87529,-0.0005,-0.293,-0.00493,-0.00547,0.0008,0.010
779,0.964980,6.920,-0.11205,-0.10651,0.0029,-0.559,0.05486,0.00862,0.0013,4.621,-0.04577,-0.03504,-0.0038,-1.067,0.28179,0.30641,-0.0009,-2.460,-0.02605,-0.19093,-0.0013,6.598,-0.06392,-0.01542,-0.0017,-1.936,-0.12808,-0.11303,0.0017,-1.508,-0.04672,0.00372,-0.0041,-5.036,0.04064,0.03135,0.0020,0.926,0.28752,0.31954,0.0012,-3.204,-0.02620,-0.19826,-0.0020,6.887,0.07320,0.01015,-0.0004,2.523,0.00581,0.00804,0.0005,-0.224,0.00208,0.00217,0.0003,-0.009,0.36630,0.34436,-0.0002,0.878,0.19612,0.17205,0.0002,0.962,0.00861,0.00039,0.0004,0.164,0.85239,0.86769,-0.0001,-0.306,0.00373,0.00370,0.0003,0.000,0.38007,0.35527,0.0004,0.991,-0.19314,-0.17241,0.0006,-0.831,-0.01009,-0.00234,-0.0009,-0.154,0.86060,0.87528,-0.0005,-0.293,-0.00493,-0.00547,0.0008,0.010
780,0.966340,8.280,-0.11205,-0.10650,0.0029,-0.560,0.05486,0.00863,0.0013,4.621,-0.04577,-0.03506,-0.0038,-1.066,0.28179,0.30641,-0.0009,-2.460,-0.02605,-0.19094,-0.0013,6.598,-0.06392,-0.01542,-0.0018,-1.936,-0.12808,-0.11303,0.0017,-1.508,-0.04672,0.00370,-0.0041,-5.035,0.04064,0.03135,0.0020,0.925,0.28752,0.31954,0.0012,-3.205,-0.02620,-0.19827,-0.0020,6.888,0.07320,0.01014,-0.0004,2.523,0.00581,0.00804,0.0005,-0.224,0.00208,0.00217,0.0003,-0.009,0.36630,0.34436,-0.0002,0.878,0.19612,0.17205,0.0002,0.962,0.00861,0.00040,0.0004,0.164,0.85239,0.86769,-0.0001,-0.306,0.00373,0.00370,0.0003,0.000,0.38007,0.35527,0.0004,0.991,-0.19314,-0.17240,0.0006,-0.831,-0.01009,-0.00234,-0.0009,-0.154,0.86060,0.87528,-0.0005,-0.293,-0.00493,-0.00547,0.0008,0.010
781,0.967851,9.791,-0.11205,-0.10649,0.0029,-0.561,0.05486,0.00863,0.0013,4.620,-0.04577,-0.03506,-0.0036,-1.064,0.28179,0.30641,-0.0009,-2.459,-0.02605,-0.19094,-0.0011,6.598,-0.06392,-0.01543,-0.0015,-1.935,-0.12808,-0.11302,0.0017,-1.509,-0.04672,0.00369,-0.0041,-5.033,0.04064,0.03136,0.0020,0.925,0.28752,0.31954,0.0012,-3.205,-0.02620,-0.19827,-0.0020,6.888,0.07320,0.01014,-0.0004,2.523,0.00581,0.00805,0.0005,-0.225,0.00208,0.00217,0.0003,-0.010,0.36630,0.34436,-0.0002,0.878,0.19612,0.17205,0.0002,0.962,0.00861,0.00040,0.0004,0.164,0.85239,0.86769,-0.0001,-0.306,0.00373,0.00370,0.0003,0.000,0.38007,0.35527,0.0004,0.991,-0.19314,-0.17240,0.0006,-0.831,-0.01009,-0.00234,-0.0009,-0.154,0.86060,0.87528,-0.0005,-0.293,-0.00493,-0.00546,0.0008,0.010
782,0.967994,9.934,-0.11205,-0.10649,0.0029,-0.561,0.05486,0.00863,0.0013,4.620,-0.04577,-0.03506,-0.0036,-1.064,0.28179,0.30641,-0.0009,-2.459,-0.02605,-0.19094,-0.0011,6.598,-0.06392,-0.01543,-0.0015,-1.935,-0.12808,-0.11302,0.0017,-1.509,-0.04672,0.00369,-0.0041,-5.033,0.04064,0.03136,0.0020,0.925,0.28752,0.31954,0.0012,-3.205,-0.02620,-0.19827,-0.0020,6.888,0.07320,0.01014,-0.0004,2.523,0.00581,0.00805,0.0005,-0.225,0.00208,0.00217,0.0003,-0.010,0.36630,0.34436,-0.0002,0.878,0.19612,0.17205,0.0002,0.962,0.00861,0.00040,0.0004,0.164,0.85239,0.86769,-0.0001,-0.306,0.00373,0.00370,0.0003,0.000,0.38007,0.35527,0.0004,0.991,-0.19314,-0.17240,0.0006,-0.831,-0.01009,-0.00234,-0.0009,-0.154,0.86060,0.87528,-0.0005,-0.293,-0.00493,-0.00546,0.0008,0.010
783,0.969145,11.085,-0.11205,-0.10649,0.0029,-0.561,0.05486,0.00863,0.0013,4.620,-0.04577,-0.03506,-0.0036,-1.064,0.28179,0.30641,-0.0009,-2.459,-0.02605,-0.19094,-0.0011,6.598,-0.06392,-0.01543,-0.0015,-1.935,-0.12808,-0.11302,0.0017,-1.509,-0.04672,0.00369,-0.0041,-5.033,0.04064,0.03136,0.0020,0.925,0.28752,0.31954,0.0012,-3.205,-0.02620,-0.19827,-0.0020,6.888,0.07320,0.01014,-0.0004,2.523,0.00581,0.00805,0.0005,-0.225,0.00208,0.00217,0.0003,-0.010,0.36630,0.34436,-0.0002,0.878,0.19612,0.17205,0.0002,0.962,0.00861,0.00040,0.0004,0.164,0.85239,0.86769,-0.0001,-0.306,0.00373,0.00370,0.0003,0.000,0.38007,0.35527,0.0004,0.991,-0.19314,-0.17240,0.0006,-0.831,-0.01009,-0.00234,-0.0009,-0.154,0.86060,0.87528,-0.0005,-0.293,-0.00493,-0.00546,0.0008,0.010
784,0.970257,12.197,-0.11205,-0.10649,0.0029,-0.562,0.05486,0.00863,0.0013,4.620,-0.04577,-0.03507,-0.0037,-1.064,0.28179,0.30641,-0.0009,-2.459,-0.02605,-0.19094,-0.0012,6.598,-0.06392,-0.01543,-0.0016,-1.936,-0.12808,-0.11302,0.0017,-1.509,-0.04672,0.00368,-0.0041,-5.032,0.04064,0.03136,0.0020,0.924,0.28752,0.31955,0.0012,-3.205,-0.02620,-0.19827,-0.0020,6.888,0.07320,0.01014,-0.0004,2.523,0.00581,0.00805,0.0005,-0.225,0.00208,0.00217,0.0003,-0.010,0.36630,0.34436,-0.0002,0.878,0.19612,0.17205,0.0002,0.962,0.00861,0.00040,0.0004,0.164,0.85239,0.86769,-0.0001,-0.306,0.00373,0.00370,0.0003,0.000,0.38007,0.35527,0.0004,0.991,-0.19314,-0.17240,0.0006,-0.831,-0.01009,-0.00234,-0.0009,-0.154,0.86060,0.87528,-0.0005,-0.293,-0.00493,-0.00546,0.0008,0.010
785,0.971440,13.380,-0.11205,-0.10649,0.0029,-0.562,0.05486,0.00863,0.0013,4.620,-0.04577,-0.03507,-0.0037,-1.064,0.28179,0.30641,-0.0009,-2.459,-0.02605,-0.19094,-0.0012,6.598,-0.06392,-0.01543,-0.0016,-1.936,-0.12808,-0.11302,0.0017,-1.509,-0.04672,0.00368,-0.0041,-5.032,0.04064,0.03136,0.0020,0.924,0.28752,0.31955,0.0012,-3.205,-0.02620,-0.19827,-0.0020,6.888,0.07320,0.01014,-0.0004,2.523,0.00581,0.00805,0.0005,-0.225,0.00208,0.00217,0.0003,-0.010,0.36630,0.34436,-0.0002,0.878,0.19612,0.17205,0.0002,0.962,0.00861,0.00040,0.0004,0.164,0.85239,0.86769,-0.0001,-0.306,0.00373,0.00370,0.0003,0.000,0.38007,0.35527,0.0004,0.991,-0.19314,-0.17240,0.0006,-0.831,-0.01009,-0.00234,-0.0009,-0.154,0.86060,0.87528,-0.0005,-0.293,-0.00493,-0.00546,0.0008,0.010
786,0.971502,13.442,-0.11205,-0.10648,0.0029,-0.562,0.05486,0.00864,0.0013,4.620,-0.04577,-0.03508,-0.0037,-1.063,0.28179,0.30641,-0.0009,-2.459,-0.02605,-0.19094,-0.0012,6.598,-0.06392,-0.01543,-0.0016,-1.936,-0.12808,-0.11302,0.0017,-1.510,-0.04672,0.00367,-0.0041,-5.032,0.04064,0.03137,0.0020,0.924,0.28752,0.31955,0.0012,-3.206,-0.02620,-0.19828,-0.0020,6.888,0.07320,0.01014,-0.0004,2.524,0.00581,0.00805,0.0005,-0.225,0.00208,0.00218,0.0003,-0.010,0.36630,0.34435,-0.0002,0.878,0.19612,0.17205,0.0002,0.962,0.00861,0.00040,0.0004,0.164,0.85239,0.86769,-0.0001,-0.306,0.00373,0.00370,0.0003,0.000,0.38007,0.35527,0.0004,0.991,-0.19314,-0.17240,0.0006,-0.831,-0.01009,-0.00235,-0.0009,-0.154,0.86060,0.87528,-0.0005,-0.293,-0.00493,-0.00546,0.0008,0.010
787,0.972635,14.575,-0.11205,-0.10647,0.0029,-0.563,0.05486,0.00864,0.0013,4.619,-0.04577,-0.03509,-0.0038,-1.062,0.28179,0.30640,-0.0009,-2.459,-0.02605,-0.19095,-0.0012,6.599,-0.06392,-0.01544,-0.0017,-1.935,-0.12808,-0.11301,0.0017,-1.510,-0.04672,0.00367,-0.0041,-5.031,0.04064,0.03137,0.0020,0.923,0.28752,0.31955,0.0012,-3.206,-0.02620,-0.19828,-0.0020,6.888,0.07320,0.01014,-0.0004,2.524,0.00581,0.00805,0.0005,-0.225,0.00208,0.00218,0.0003,-0.010,0.36630,0.34435,-0.0002,0.878,0.19612,0.17205,0.0002,0.962,0.00861,0.00040,0.0004,0.164,0.85239,0.86769,-0.0001,-0.306,0.00373,0.00370,0.0003,0.000,0.38007,0.35527,0.0004,0.991,-0.19314,-0.17240,0.0006,-0.831,-0.01009,-0.00235,-0.0009,-0.154,0.86060,0.87528,-0.0005,-0.293,-0.00493,-0.00546,0.0008,0.010
788,0.973797,15.737,-0.11205,-0.10647,0.0029,-0.563,0.05486,0.00864,0.0013,4.619,-0.04577,-0.03509,-0.0038,-1.062,0.28179,0.30640,-0.0009,-2.459,-0.02605,-0.19095,-0.0012,6.599,-0.06392,-0.01544,-0.0017,-1.935,-0.12808,-0.11301,0.0017,-1.510,-0.04672,0.00367,-0.0041,-5.031,0.04064,0.03137,0.0020,0.923,0.28752,0.31955,0.0012,-3.206,-0.02620,-0.19828,-0.0020,6.888,0.07320,0.01014,-0.0004,2.524,0.00581,0.00805,0.0005,-0.225,0.00208,0.00218,0.0003,-0.010,0.36630,0.34435,-0.0002,0.878,0.19612,0.17205,0.0002,0.962,0.00861,0.00040,0.0004,0.164,0.85239,0.86769,-0.0001,-0.306,0.00373,0.00370,0.0003,0.000,0.38007,0.35527,0.0004,0.991,-0.19314,-0.17240,0.0006,-0.831,-0.01009,-0.00235,-0.0009,-0.154,0.86060,0.87528,-0.0005,-0.293,-0.00493,-0.00546,0.0008,0.010
789,0.974985,16.925,-0.11205,-0.10647,0.0029,-0.564,0.05486,0.00864,0.0013,4.619,-0.04577,-0.03509,-0.0038,-1.061,0.28179,0.30640,-0.0009,-2.459,-0.02605,-0.19095,-0.0012,6.599,-0.06392,-0.01544,-0.0017,-1.935,-0.12808,-0.11301,0.0017,-1.510,-0.04672,0.00366,-0.0041,-5.030,0.04064,0.03137,0.0020,0.923,0.28752,0.31955,0.0012,-3.206,-0.02620,-0.19829,-0.0020,6.888,0.07320,0.01014,-0.0004,2.524,0.00581,0.00805,0.0005,-0.225,0.00208,0.00218,0.0003,-0.010,0.36630,0.34435,-0.0002,0.879,0.19612,0.17205,0.0002,0.962,0.00861,0.00040,0.0004,0.164,0.85239,0.86769,-0.0001,-0.306,0.00373,0.00370,0.0003,0.000,0.38007,0.35527,0.0004,0.991,-0.19314,-0.17240,0.0006,-0.831,-0.01009,-0.00235,-0.0009,-0.154,0.86060,0.87528,-0.0005,-0.293,-0.00493,-0.00546,0.0008,0.010
