sample,t_s,cmd_age_ms,qd_L_hip_pitch,q_L_hip_pitch,dq_L_hip_pitch,tau_L_hip_pitch,qd_L_hip_roll,q_L_hip_roll,dq_L_hip_roll,tau_L_hip_roll,qd_L_hip_yaw,q_L_hip_yaw,dq_L_hip_yaw,tau_L_hip_yaw,qd_L_knee,q_L_knee,dq_L_knee,tau_L_knee,qd_L_ank_pitch,q_L_ank_pitch,dq_L_ank_pitch,tau_L_ank_pitch,qd_L_ank_roll,q_L_ank_roll,dq_L_ank_roll,tau_L_ank_roll,qd_R_hip_pitch,q_R_hip_pitch,dq_R_hip_pitch,tau_R_hip_pitch,qd_R_hip_roll,q_R_hip_roll,dq_R_hip_roll,tau_R_hip_roll,qd_R_hip_yaw,q_R_hip_yaw,dq_R_hip_yaw,tau_R_hip_yaw,qd_R_knee,q_R_knee,dq_R_knee,tau_R_knee,qd_R_ank_pitch,q_R_ank_pitch,dq_R_ank_pitch,tau_R_ank_pitch,qd_R_ank_roll,q_R_ank_roll,dq_R_ank_roll,tau_R_ank_roll,qd_waist_roll,q_waist_roll,dq_waist_roll,tau_waist_roll,qd_waist_yaw,q_waist_yaw,dq_waist_yaw,tau_waist_yaw,qd_L_sh_pitch,q_L_sh_pitch,dq_L_sh_pitch,tau_L_sh_pitch,qd_L_sh_roll,q_L_sh_roll,dq_L_sh_roll,tau_L_sh_roll,qd_L_sh_yaw,q_L_sh_yaw,dq_L_sh_yaw,tau_L_sh_yaw,qd_L_elbow,q_L_elbow,dq_L_elbow,tau_L_elbow,qd_L_wrist,q_L_wrist,dq_L_wrist,tau_L_wrist,qd_R_sh_pitch,q_R_sh_pitch,dq_R_sh_pitch,tau_R_sh_pitch,qd_R_sh_roll,q_R_sh_roll,dq_R_sh_roll,tau_R_sh_roll,qd_R_sh_yaw,q_R_sh_yaw,dq_R_sh_yaw,tau_R_sh_yaw,qd_R_elbow,q_R_elbow,dq_R_elbow,tau_R_elbow,qd_R_wrist,q_R_wrist,dq_R_wrist,tau_R_wrist
25,0.028607,9.643,-0.10194,-0.12121,0.0469,1.852,0.07258,0.00006,0.0009,7.245,-0.03976,-0.02752,-0.0425,-1.112,0.31466,0.31057,-0.0136,0.450,0.06901,-0.20818,0.0101,11.070,-0.06831,-0.00693,-0.0263,-2.384,-0.13151,-0.12183,0.0899,-1.090,-0.06736,0.00200,-0.0062,-6.933,0.04527,0.03177,0.1106,1.099,0.29416,0.31139,-0.0814,-1.591,0.03717,-0.20810,-0.0008,9.810,0.06454,0.00868,0.0384,2.120,0.00777,0.00017,0.0112,0.735,-0.00280,0.00131,-0.0076,-0.397,0.36147,0.34752,0.0018,0.547,0.19230,0.17493,-0.0801,0.855,0.01671,-0.00022,0.0031,0.337,0.85172,0.86570,0.0033,-0.283,0.00717,0.00489,0.0113,0.033,0.38199,0.34591,0.1203,1.214,-0.18876,-0.17349,0.0142,-0.633,-0.01339,0.00009,-0.0061,-0.264,0.85359,0.87569,-0.0027,-0.440,-0.00451,-0.00988,0.0037,0.106
26,0.029710,10.746,-0.10194,-0.12111,0.0505,1.833,0.07258,0.00006,-0.0011,7.250,-0.03976,-0.02758,-0.0301,-1.140,0.31466,0.31055,-0.0104,0.443,0.06901,-0.20816,0.0124,11.062,-0.06831,-0.00698,-0.0239,-2.389,-0.13151,-0.12162,0.1054,-1.149,-0.06736,0.00198,-0.0094,-6.923,0.04527,0.03195,0.0904,1.128,0.29416,0.31119,-0.0976,-1.519,0.03717,-0.20811,-0.0015,9.813,0.06454,0.00874,0.0312,2.138,0.00777,0.00019,0.0093,0.738,-0.00280,0.00130,-0.0078,-0.396,0.36147,0.34752,-0.0020,0.554,0.19230,0.17478,-0.0768,0.855,0.01671,-0.00021,0.0041,0.336,0.85172,0.86571,0.0035,-0.283,0.00717,0.00491,0.0099,0.034,0.38199,0.34615,0.1203,1.203,-0.18876,-0.17346,0.0165,-0.639,-0.01339,0.00007,-0.0063,-0.263,0.85359,0.87568,-0.0036,-0.439,-0.00451,-0.00987,0.0050,0.104
27,0.031022,12.058,-0.10194,-0.12100,0.0536,1.833,0.07258,0.00006,-0.0023,7.250,-0.03976,-0.02762,-0.0211,-1.140,0.31466,0.31053,-0.0077,0.443,0.06901,-0.20813,0.0144,11.062,-0.06831,-0.00703,-0.0219,-2.389,-0.13151,-0.12138,0.1168,-1.149,-0.06736,0.00196,-0.0116,-6.923,0.04527,0.03210,0.0753,1.128,0.29416,0.31097,-0.1086,-1.519,0.03717,-0.20811,-0.0015,9.813,0.06454,0.00879,0.0251,2.138,0.00777,0.00021,0.0083,0.738,-0.00280,0.00128,-0.0081,-0.396,0.36147,0.34751,-0.0060,0.554,0.19230,0.17463,-0.0738,0.855,0.01671,-0.00020,0.0048,0.336,0.85172,0.86572,0.0036,-0.283,0.00717,0.00492,0.0088,0.034,0.38199,0.34639,0.1194,1.203,-0.18876,-0.17342,0.0183,-0.639,-0.01339,0.00006,-0.0064,-0.263,0.85359,0.87567,-0.0043,-0.439,-0.00451,-0.00986,0.0060,0.104
28,0.032156,13.192,-0.10194,-0.12100,0.0536,1.816,0.07258,0.00006,-0.0023,7.254,-0.03976,-0.02762,-0.0211,-1.158,0.31466,0.31053,-0.0077,0.437,0.06901,-0.20813,0.0144,11.056,-0.06831,-0.00703,-0.0219,-2.394,-0.13151,-0.12138,0.1168,-1.201,-0.06736,0.00196,-0.0116,-6.915,0.04527,0.03210,0.0753,1.151,0.29416,0.31097,-0.1086,-1.459,0.03717,-0.20811,-0.0015,9.815,0.06454,0.00879,0.0251,2.154,0.00777,0.00021,0.0083,0.740,-0.00280,0.00128,-0.0081,-0.394,0.36147,0.34751,-0.0060,0.562,0.19230,0.17463,-0.0738,0.854,0.01671,-0.00020,0.0048,0.335,0.85172,0.86572,0.0036,-0.283,0.00717,0.00492,0.0088,0.035,0.38199,0.34639,0.1194,1.193,-0.18876,-0.17342,0.0183,-0.645,-0.01339,0.00006,-0.0064,-0.263,0.85359,0.87567,-0.0043,-0.438,-0.00451,-0.00986,0.0060,0.102
29,0.034709,15.745,-0.10194,-0.12100,0.0536,1.816,0.07258,0.00006,-0.0023,7.254,-0.03976,-0.02762,-0.0211,-1.158,0.31466,0.31053,-0.0077,0.437,0.06901,-0.20813,0.0144,11.056,-0.06831,-0.00703,-0.0219,-2.394,-0.13151,-0.12138,0.1168,-1.201,-0.06736,0.00196,-0.0116,-6.915,0.04527,0.03210,0.0753,1.151,0.29416,0.31097,-0.1086,-1.459,0.03717,-0.20811,-0.0015,9.815,0.06454,0.00879,0.0251,2.154,0.00777,0.00021,0.0083,0.740,-0.00280,0.00128,-0.0081,-0.394,0.36147,0.34751,-0.0060,0.562,0.19230,0.17463,-0.0738,0.854,0.01671,-0.00020,0.0048,0.335,0.85172,0.86572,0.0036,-0.283,0.00717,0.00492,0.0088,0.035,0.38199,0.34639,0.1194,1.193,-0.18876,-0.17342,0.0183,-0.645,-0.01339,0.00006,-0.0064,-0.263,0.85359,0.87567,-0.0043,-0.438,-0.00451,-0.00986,0.0060,0.102
30,0.036589,17.625,-0.10194,-0.12079,0.0548,1.787,0.07258,0.00008,0.0070,7.245,-0.03976,-0.02767,-0.0090,-1.183,0.31466,0.31051,-0.0058,0.430,0.06901,-0.20805,0.0228,11.037,-0.06831,-0.00712,-0.0229,-2.395,-0.13151,-0.12099,0.0920,-1.240,-0.06736,0.00194,-0.0034,-6.917,0.04527,0.03229,0.0390,1.199,0.29416,0.31066,-0.0687,-1.447,0.03717,-0.20804,0.0234,9.778,0.06454,0.00885,0.0126,2.184,0.00777,0.00028,0.0206,0.723,-0.00280,0.00125,-0.0062,-0.392,0.36147,0.34745,-0.0159,0.581,0.19230,0.17433,-0.0747,0.862,0.01671,-0.00018,0.0059,0.333,0.85172,0.86573,0.0041,-0.284,0.00717,0.00495,0.0071,0.037,0.38199,0.34684,0.1105,1.185,-0.18876,-0.17335,0.0170,-0.650,-0.01339,0.00003,-0.0065,-0.262,0.85359,0.87565,-0.0051,-0.437,-0.00451,-0.00983,0.0074,0.100
31,0.036808,17.844,-0.10194,-0.12079,0.0548,1.787,0.07258,0.00008,0.0070,7.245,-0.03976,-0.02767,-0.0090,-1.183,0.31466,0.31051,-0.0058,0.430,0.06901,-0.20805,0.0228,11.037,-0.06831,-0.00712,-0.0229,-2.395,-0.13151,-0.12099,0.0920,-1.240,-0.06736,0.00194,-0.0034,-6.917,0.04527,0.03229,0.0390,1.199,0.29416,0.31066,-0.0687,-1.447,0.03717,-0.20804,0.0234,9.778,0.06454,0.00885,0.0126,2.184,0.00777,0.00028,0.0206,0.723,-0.00280,0.00125,-0.0062,-0.392,0.36147,0.34745,-0.0159,0.581,0.19230,0.17433,-0.0747,0.862,0.01671,-0.00018,0.0059,0.333,0.85172,0.86573,0.0041,-0.284,0.00717,0.00495,0.0071,0.037,0.38199,0.34684,0.1105,1.185,-0.18876,-0.17335,0.0170,-0.650,-0.01339,0.00003,-0.0065,-0.262,0.85359,0.87565,-0.0051,-0.437,-0.00451,-0.00983,0.0074,0.100
32,0.038557,0.110,-0.10568,-0.12067,0.0560,1.775,0.07179,0.00010,0.0092,7.236,-0.03868,-0.02768,-0.0050,-1.192,0.30449,0.31050,-0.0052,0.429,0.05578,-0.20800,0.0259,11.025,-0.07442,-0.00716,-0.0244,-2.391,-0.12952,-0.12082,0.0838,-1.236,-0.06757,0.00193,-0.0018,-6.923,0.04382,0.03234,0.0287,1.220,0.28800,0.31055,-0.0546,-1.478,0.01258,-0.20797,0.0305,9.750,0.06409,0.00887,0.0090,2.196,0.01261,0.00033,0.0242,0.708,-0.00244,0.00124,-0.0058,-0.393,0.36077,0.34741,-0.0206,0.592,0.19289,0.17418,-0.0740,0.868,0.01218,-0.00017,0.0063,0.332,0.85114,0.86574,0.0041,-0.284,0.00264,0.00497,0.0066,0.037,0.37710,0.34705,0.1068,1.185,-0.19002,-0.17332,0.0169,-0.650,-0.00907,0.00002,-0.0066,-0.262,0.85933,0.87564,-0.0054,-0.436,-0.00601,-0.00982,0.0079,0.099
33,0.039968,1.521,-0.10568,-0.12056,0.0575,1.761,0.07179,0.00012,0.0105,7.230,-0.03868,-0.02768,-0.0020,-1.199,0.30449,0.31049,-0.0047,0.429,0.05578,-0.20794,0.0284,11.015,-0.07442,-0.00722,-0.0257,-2.385,-0.12952,-0.12067,0.0780,-1.237,-0.06757,0.00193,-0.0011,-6.926,0.04382,0.03239,0.0211,1.235,0.28800,0.31047,-0.0433,-1.503,0.01258,-0.20790,0.0354,9.730,0.06409,0.00888,0.0066,2.204,0.01261,0.00038,0.0269,0.696,-0.00244,0.00123,-0.0057,-0.392,0.36077,0.34736,-0.0251,0.604,0.19289,0.17404,-0.0728,0.873,0.01218,-0.00016,0.0065,0.331,0.85114,0.86575,0.0041,-0.285,0.00264,0.00498,0.0061,0.037,0.37710,0.34726,0.1037,1.184,-0.19002,-0.17328,0.0169,-0.651,-0.00907,0.00001,-0.0066,-0.262,0.85933,0.87563,-0.0057,-0.436,-0.00601,-0.00980,0.0083,0.098
34,0.041117,2.670,-0.10568,-0.12044,0.0591,1.373,0.07179,0.00014,0.0113,7.146,-0.03868,-0.02768,0.0002,-1.095,0.30449,0.31048,-0.0042,-0.588,0.05578,-0.20788,0.0303,10.478,-0.07442,-0.00727,-0.0263,-2.624,-0.12952,-0.12052,0.0741,-1.041,-0.06757,0.00193,-0.0007,-6.948,0.04382,0.03242,0.0155,1.101,0.28800,0.31040,-0.0345,-2.139,0.01258,-0.20783,0.0388,8.731,0.06409,0.00889,0.0049,2.192,0.01261,0.00044,0.0290,1.169,-0.00244,0.00122,-0.0061,-0.356,0.36077,0.34730,-0.0293,0.587,0.19289,0.17390,-0.0712,0.900,0.01218,-0.00014,0.0067,0.240,0.85114,0.86576,0.0040,-0.296,0.00264,0.00499,0.0058,-0.053,0.37710,0.34746,0.1007,0.986,-0.19002,-0.17325,0.0171,-0.703,-0.00907,-0.00001,-0.0066,-0.175,0.85933,0.87562,-0.0059,-0.320,-0.00601,-0.00978,0.0086,0.068
35,0.042295,3.848,-0.10568,-0.12044,0.0591,1.373,0.07179,0.00014,0.0113,7.146,-0.03868,-0.02768,0.0002,-1.095,0.30449,0.31048,-0.0042,-0.588,0.05578,-0.20788,0.0303,10.478,-0.07442,-0.00727,-0.0263,-2.624,-0.12952,-0.12052,0.0741,-1.041,-0.06757,0.00193,-0.0007,-6.948,0.04382,0.03242,0.0155,1.101,0.28800,0.31040,-0.0345,-2.139,0.01258,-0.20783,0.0388,8.731,0.06409,0.00889,0.0049,2.192,0.01261,0.00044,0.0290,1.169,-0.00244,0.00122,-0.0061,-0.356,0.36077,0.34730,-0.0293,0.587,0.19289,0.17390,-0.0712,0.900,0.01218,-0.00014,0.0067,0.240,0.85114,0.86576,0.0040,-0.296,0.00264,0.00499,0.0058,-0.053,0.37710,0.34746,0.1007,0.986,-0.19002,-0.17325,0.0171,-0.703,-0.00907,-0.00001,-0.0066,-0.175,0.85933,0.87562,-0.0059,-0.320,-0.00601,-0.00978,0.0086,0.068
36,0.043691,5.244,-0.10568,-0.12044,0.0591,1.373,0.07179,0.00014,0.0113,7.146,-0.03868,-0.02768,0.0002,-1.095,0.30449,0.31048,-0.0042,-0.588,0.05578,-0.20788,0.0303,10.478,-0.07442,-0.00727,-0.0263,-2.624,-0.12952,-0.12052,0.0741,-1.041,-0.06757,0.00193,-0.0007,-6.948,0.04382,0.03242,0.0155,1.101,0.28800,0.31040,-0.0345,-2.139,0.01258,-0.20783,0.0388,8.731,0.06409,0.00889,0.0049,2.192,0.01261,0.00044,0.0290,1.169,-0.00244,0.00122,-0.0061,-0.356,0.36077,0.34730,-0.0293,0.587,0.19289,0.17390,-0.0712,0.900,0.01218,-0.00014,0.0067,0.240,0.85114,0.86576,0.0040,-0.296,0.00264,0.00499,0.0058,-0.053,0.37710,0.34746,0.1007,0.986,-0.19002,-0.17325,0.0171,-0.703,-0.00907,-0.00001,-0.0066,-0.175,0.85933,0.87562,-0.0059,-0.320,-0.00601,-0.00978,0.0086,0.068
37,0.043732,5.285,-0.10568,-0.12030,0.0693,1.358,0.07179,0.00017,0.0133,7.142,-0.03868,-0.02767,0.0074,-1.100,0.30449,0.31046,-0.0119,-0.589,0.05578,-0.20782,0.0310,10.470,-0.07442,-0.00735,-0.0392,-2.620,-0.12952,-0.12036,0.0815,-1.048,-0.06757,0.00193,-0.0014,-6.949,0.04382,0.03243,0.0062,1.109,0.28800,0.31032,-0.0378,-2.154,0.01258,-0.20774,0.0411,8.719,0.06409,0.00890,0.0045,2.196,0.01261,0.00050,0.0321,1.159,-0.00244,0.00120,-0.0089,-0.354,0.36077,0.34724,-0.0306,0.597,0.19289,0.17376,-0.0695,0.902,0.01218,-0.00013,0.0059,0.240,0.85114,0.86577,0.0039,-0.296,0.00264,0.00500,0.0037,-0.053,0.37710,0.34766,0.0961,0.984,-0.19002,-0.17322,0.0156,-0.705,-0.00907,-0.00002,-0.0056,-0.175,0.85933,0.87561,-0.0046,-0.320,-0.00601,-0.00977,0.0082,0.067
38,0.044700,6.253,-0.10568,-0.12014,0.0790,1.324,0.07179,0.00019,0.0144,7.136,-0.03868,-0.02764,0.0131,-1.116,0.30449,0.31042,-0.0189,-0.567,0.05578,-0.20775,0.0325,10.466,-0.07442,-0.00745,-0.0495,-2.585,-0.12952,-0.12018,0.0890,-1.079,-0.06757,0.00192,-0.0024,-6.947,0.04382,0.03243,-0.0013,1.126,0.28800,0.31024,-0.0416,-2.138,0.01258,-0.20766,0.0435,8.710,0.06409,0.00891,0.0043,2.196,0.01261,0.00057,0.0347,1.147,-0.00244,0.00118,-0.0120,-0.347,0.36077,0.34718,-0.0317,0.602,0.19289,0.17362,-0.0677,0.904,0.01218,-0.00012,0.0052,0.240,0.85114,0.86577,0.0038,-0.296,0.00264,0.00500,0.0020,-0.051,0.37710,0.34784,0.0914,0.985,-0.19002,-0.17319,0.0141,-0.703,-0.00907,-0.00003,-0.0048,-0.175,0.85933,0.87560,-0.0035,-0.321,-0.00601,-0.00975,0.0079,0.067
39,0.045857,7.410,-0.10568,-0.12014,0.0790,1.324,0.07179,0.00019,0.0144,7.136,-0.03868,-0.02764,0.0131,-1.116,0.30449,0.31042,-0.0189,-0.567,0.05578,-0.20775,0.0325,10.466,-0.07442,-0.00745,-0.0495,-2.585,-0.12952,-0.12018,0.0890,-1.079,-0.06757,0.00192,-0.0024,-6.947,0.04382,0.03243,-0.0013,1.126,0.28800,0.31024,-0.0416,-2.138,0.01258,-0.20766,0.0435,8.710,0.06409,0.00891,0.0043,2.196,0.01261,0.00057,0.0347,1.147,-0.00244,0.00118,-0.0120,-0.347,0.36077,0.34718,-0.0317,0.602,0.19289,0.17362,-0.0677,0.904,0.01218,-0.00012,0.0052,0.240,0.85114,0.86577,0.0038,-0.296,0.00264,0.00500,0.0020,-0.051,0.37710,0.34784,0.0914,0.985,-0.19002,-0.17319,0.0141,-0.703,-0.00907,-0.00003,-0.0048,-0.175,0.85933,0.87560,-0.0035,-0.321,-0.00601,-0.00975,0.0079,0.067
40,0.047031,8.584,-0.10568,-0.11997,0.0867,1.289,0.07179,0.00022,0.0148,7.131,-0.03868,-0.02761,0.0170,-1.130,0.30449,0.31037,-0.0244,-0.546,0.05578,-0.20768,0.0342,10.460,-0.07442,-0.00756,-0.0549,-2.555,-0.12952,-0.11999,0.0950,-1.112,-0.06757,0.00192,-0.0033,-6.945,0.04382,0.03241,-0.0065,1.142,0.28800,0.31015,-0.0442,-2.120,0.01258,-0.20757,0.0456,8.701,0.06409,0.00892,0.0043,2.196,0.01261,0.00065,0.0372,1.135,-0.00244,0.00115,-0.0149,-0.338,0.36077,0.34711,-0.0331,0.607,0.19289,0.17349,-0.0659,0.906,0.01218,-0.00011,0.0047,0.241,0.85114,0.86578,0.0037,-0.297,0.00264,0.00500,0.0007,-0.049,0.37710,0.34801,0.0866,0.987,-0.19002,-0.17316,0.0127,-0.702,-0.00907,-0.00003,-0.0042,-0.176,0.85933,0.87560,-0.0026,-0.322,-0.00601,-0.00974,0.0077,0.067
41,0.048308,9.861,-0.10568,-0.11997,0.0867,1.289,0.07179,0.00022,0.0148,7.131,-0.03868,-0.02761,0.0170,-1.130,0.30449,0.31037,-0.0244,-0.546,0.05578,-0.20768,0.0342,10.460,-0.07442,-0.00756,-0.0549,-2.555,-0.12952,-0.11999,0.0950,-1.112,-0.06757,0.00192,-0.0033,-6.945,0.04382,0.03241,-0.0065,1.142,0.28800,0.31015,-0.0442,-2.120,0.01258,-0.20757,0.0456,8.701,0.06409,0.00892,0.0043,2.196,0.01261,0.00065,0.0372,1.135,-0.00244,0.00115,-0.0149,-0.338,0.36077,0.34711,-0.0331,0.607,0.19289,0.17349,-0.0659,0.906,0.01218,-0.00011,0.0047,0.241,0.85114,0.86578,0.0037,-0.297,0.00264,0.00500,0.0007,-0.049,0.37710,0.34801,0.0866,0.987,-0.19002,-0.17316,0.0127,-0.702,-0.00907,-0.00003,-0.0042,-0.176,0.85933,0.87560,-0.0026,-0.322,-0.00601,-0.00974,0.0077,0.067
42,0.050177,11.730,-0.10568,-0.11997,0.0867,1.289,0.07179,0.00022,0.0148,7.131,-0.03868,-0.02761,0.0170,-1.130,0.30449,0.31037,-0.0244,-0.546,0.05578,-0.20768,0.0342,10.460,-0.07442,-0.00756,-0.0549,-2.555,-0.12952,-0.11999,0.0950,-1.112,-0.06757,0.00192,-0.0033,-6.945,0.04382,0.03241,-0.0065,1.142,0.28800,0.31015,-0.0442,-2.120,0.01258,-0.20757,0.0456,8.701,0.06409,0.00892,0.0043,2.196,0.01261,0.00065,0.0372,1.135,-0.00244,0.00115,-0.0149,-0.338,0.36077,0.34711,-0.0331,0.607,0.19289,0.17349,-0.0659,0.906,0.01218,-0.00011,0.0047,0.241,0.85114,0.86578,0.0037,-0.297,0.00264,0.00500,0.0007,-0.049,0.37710,0.34801,0.0866,0.987,-0.19002,-0.17316,0.0127,-0.702,-0.00907,-0.00003,-0.0042,-0.176,0.85933,0.87560,-0.0026,-0.322,-0.00601,-0.00974,0.0077,0.067
43,0.052964,14.517,-0.10568,-0.11939,0.1007,1.256,0.07179,0.00031,0.0139,7.127,-0.03868,-0.02748,0.0227,-1.141,0.30449,0.31019,-0.0328,-0.527,0.05578,-0.20746,0.0392,10.453,-0.07442,-0.00789,-0.0560,-2.537,-0.12952,-0.11938,0.1046,-1.143,-0.06757,0.00189,-0.0057,-6.942,0.04382,0.03234,-0.0136,1.153,0.28800,0.30988,-0.0458,-2.105,0.01258,-0.20727,0.0497,8.692,0.06409,0.00895,0.0048,2.196,0.01261,0.00090,0.0446,1.122,-0.00244,0.00103,-0.0224,-0.329,0.36077,0.34689,-0.0392,0.613,0.19289,0.17312,-0.0603,0.908,0.01218,-0.00009,0.0036,0.241,0.85114,0.86580,0.0033,-0.297,0.00264,0.00500,-0.0018,-0.048,0.37710,0.34847,0.0711,0.990,-0.19002,-0.17311,0.0087,-0.700,-0.00907,-0.00005,-0.0030,-0.176,0.85933,0.87559,-0.0011,-0.323,-0.00601,-0.00969,0.0072,0.067
44,0.054321,15.874,-0.10568,-0.11939,0.1007,1.256,0.07179,0.00031,0.0139,7.127,-0.03868,-0.02748,0.0227,-1.141,0.30449,0.31019,-0.0328,-0.527,0.05578,-0.20746,0.0392,10.453,-0.07442,-0.00789,-0.0560,-2.537,-0.12952,-0.11938,0.1046,-1.143,-0.06757,0.00189,-0.0057,-6.942,0.04382,0.03234,-0.0136,1.153,0.28800,0.30988,-0.0458,-2.105,0.01258,-0.20727,0.0497,8.692,0.06409,0.00895,0.0048,2.196,0.01261,0.00090,0.0446,1.122,-0.00244,0.00103,-0.0224,-0.329,0.36077,0.34689,-0.0392,0.613,0.19289,0.17312,-0.0603,0.908,0.01218,-0.00009,0.0036,0.241,0.85114,0.86580,0.0033,-0.297,0.00264,0.00500,-0.0018,-0.048,0.37710,0.34847,0.0711,0.990,-0.19002,-0.17311,0.0087,-0.700,-0.00907,-0.00005,-0.0030,-0.176,0.85933,0.87559,-0.0011,-0.323,-0.00601,-0.00969,0.0072,0.067
45,0.055451,17.004,-0.10568,-0.11918,0.1047,1.170,0.07179,0.00034,0.0135,7.120,-0.03868,-0.02743,0.0244,-1.165,0.30449,0.31012,-0.0351,-0.488,0.05578,-0.20737,0.0409,10.431,-0.07442,-0.00800,-0.0549,-2.521,-0.12952,-0.11916,0.1076,-1.223,-0.06757,0.00187,-0.0066,-6.935,0.04382,0.03231,-0.0161,1.175,0.28800,0.30979,-0.0465,-2.074,0.01258,-0.20717,0.0512,8.670,0.06409,0.00896,0.0048,2.194,0.01261,0.00099,0.0470,1.082,-0.00244,0.00098,-0.0247,-0.302,0.36077,0.34681,-0.0413,0.634,0.19289,0.17300,-0.0584,0.912,0.01218,-0.00008,0.0034,0.242,0.85114,0.86581,0.0032,-0.297,0.00264,0.00499,-0.0023,-0.045,0.37710,0.34860,0.0660,1.003,-0.19002,-0.17309,0.0076,-0.694,-0.00907,-0.00006,-0.0028,-0.177,0.85933,0.87559,-0.0008,-0.324,-0.00601,-0.00968,0.0071,0.066
46,0.055499,17.052,-0.10568,-0.11918,0.1047,1.170,0.07179,0.00034,0.0135,7.120,-0.03868,-0.02743,0.0244,-1.165,0.30449,0.31012,-0.0351,-0.488,0.05578,-0.20737,0.0409,10.431,-0.07442,-0.00800,-0.0549,-2.521,-0.12952,-0.11916,0.1076,-1.223,-0.06757,0.00187,-0.0066,-6.935,0.04382,0.03231,-0.0161,1.175,0.28800,0.30979,-0.0465,-2.074,0.01258,-0.20717,0.0512,8.670,0.06409,0.00896,0.0048,2.194,0.01261,0.00099,0.0470,1.082,-0.00244,0.00098,-0.0247,-0.302,0.36077,0.34681,-0.0413,0.634,0.19289,0.17300,-0.0584,0.912,0.01218,-0.00008,0.0034,0.242,0.85114,0.86581,0.0032,-0.297,0.00264,0.00499,-0.0023,-0.045,0.37710,0.34860,0.0660,1.003,-0.19002,-0.17309,0.0076,-0.694,-0.00907,-0.00006,-0.0028,-0.177,0.85933,0.87559,-0.0008,-0.324,-0.00601,-0.00968,0.0071,0.066
47,0.056707,18.260,-0.10568,-0.11897,0.1046,1.141,0.07179,0.00036,0.0128,7.118,-0.03868,-0.02738,0.0242,-1.173,0.30449,0.31005,-0.0337,-0.475,0.05578,-0.20729,0.0415,10.424,-0.07442,-0.00811,-0.0531,-2.520,-0.12952,-0.11895,0.1063,-1.251,-0.06757,0.00186,-0.0072,-6.932,0.04382,0.03228,-0.0157,1.183,0.28800,0.30970,-0.0436,-2.063,0.01258,-0.20707,0.0515,8.662,0.06409,0.00897,0.0050,2.193,0.01261,0.00109,0.0492,1.068,-0.00244,0.00093,-0.0262,-0.293,0.36077,0.34672,-0.0441,0.641,0.19289,0.17289,-0.0563,0.913,0.01218,-0.00007,0.0032,0.242,0.85114,0.86581,0.0030,-0.297,0.00264,0.00499,-0.0027,-0.045,0.37710,0.34872,0.0605,1.008,-0.19002,-0.17308,0.0068,-0.693,-0.00907,-0.00007,-0.0027,-0.177,0.85933,0.87559,-0.0007,-0.324,-0.00601,-0.00966,0.0070,0.066
48,0.057861,19.414,-0.10568,-0.11897,0.1046,1.141,0.07179,0.00036,0.0128,7.118,-0.03868,-0.02738,0.0242,-1.173,0.30449,0.31005,-0.0337,-0.475,0.05578,-0.20729,0.0415,10.424,-0.07442,-0.00811,-0.0531,-2.520,-0.12952,-0.11895,0.1063,-1.251,-0.06757,0.00186,-0.0072,-6.932,0.04382,0.03228,-0.0157,1.183,0.28800,0.30970,-0.0436,-2.063,0.01258,-0.20707,0.0515,8.662,0.06409,0.00897,0.0050,2.193,0.01261,0.00109,0.0492,1.068,-0.00244,0.00093,-0.0262,-0.293,0.36077,0.34672,-0.0441,0.641,0.19289,0.17289,-0.0563,0.913,0.01218,-0.00007,0.0032,0.242,0.85114,0.86581,0.0030,-0.297,0.00264,0.00499,-0.0027,-0.045,0.37710,0.34872,0.0605,1.008,-0.19002,-0.17308,0.0068,-0.693,-0.00907,-0.00007,-0.0027,-0.177,0.85933,0.87559,-0.0007,-0.324,-0.00601,-0.00966,0.0070,0.066
49,0.059016,0.948,-0.11224,-0.11897,0.1046,1.141,0.07134,0.00036,0.0128,7.118,-0.03909,-0.02738,0.0242,-1.173,0.29699,0.31005,-0.0337,-0.475,0.04433,-0.20729,0.0415,10.424,-0.07561,-0.00811,-0.0531,-2.520,-0.12636,-0.11895,0.1063,-1.251,-0.06590,0.00186,-0.0072,-6.932,0.04248,0.03228,-0.0157,1.183,0.28803,0.30970,-0.0436,-2.063,0.00082,-0.20707,0.0515,8.662,0.06231,0.00897,0.0050,2.193,0.01222,0.00109,0.0492,1.068,-0.00120,0.00093,-0.0262,-0.293,0.36600,0.34672,-0.0441,0.641,0.19415,0.17289,-0.0563,0.913,0.00998,-0.00007,0.0032,0.242,0.85595,0.86581,0.0030,-0.297,0.00337,0.00499,-0.0027,-0.045,0.38214,0.34872,0.0605,1.008,-0.18994,-0.17308,0.0068,-0.693,-0.01196,-0.00007,-0.0027,-0.177,0.86314,0.87559,-0.0007,-0.324,-0.00748,-0.00966,0.0070,0.066
