t,drift_x,drift_y,lean,dpitch,base_z,tilt_rad,gx,gy,gz,yaw_delta,cmd_vx,cmd_vy,cmd_yaw,meta_selected,meta_safety_hold,prob_slope_up,prob_slope_down,prob_flat,prob_NEUTRAL,weight_slope_up,weight_slope_down,weight_flat,obs_0,obs_1,obs_2,obs_3,obs_4,obs_5,obs_6,obs_7,obs_8,obs_9,obs_10,obs_11,obs_12,obs_13,obs_14,obs_15,obs_16,obs_17,obs_18,obs_19,obs_20,obs_21,obs_22,obs_23,obs_24,obs_25,obs_26,obs_27,obs_28,obs_29,obs_30,obs_31,obs_32,obs_33,obs_34,obs_35,obs_36,obs_37,obs_38,obs_39,obs_40,obs_41,obs_42,obs_43,obs_44,obs_45,obs_46,obs_47,obs_48,obs_49,obs_50,obs_51,obs_52,obs_53,obs_54,obs_55,obs_56,obs_57,obs_58,obs_59,obs_60,obs_61,obs_62,obs_63,obs_64,obs_65,obs_66,obs_67,obs_68,obs_69,obs_70,obs_71,obs_72,obs_73,obs_74,obs_75,obs_76,obs_77,obs_78,obs_79,obs_80,obs_81,obs_82,action_0,action_1,action_2,action_3,action_4,action_5,action_6,action_7,action_8,action_9,action_10,action_11,action_12,action_13,action_14,action_15,action_16,action_17,action_18,action_19,action_20,action_21,action_22,action_23,target_q_0,target_q_1,target_q_2,target_q_3,target_q_4,target_q_5,target_q_6,target_q_7,target_q_8,target_q_9,target_q_10,target_q_11,target_q_12,target_q_13,target_q_14,target_q_15,target_q_16,target_q_17,target_q_18,target_q_19,target_q_20,target_q_21,target_q_22,target_q_23
43.1408,10.4039,0.0653151,0,-0.107749,0.720177,0.10836,-0.135833,-0.00886368,-0.990692,0.75348,0.4,0,0,slope_down,0,1.16809e-06,0.995676,0.000532957,0.00378951,0,1,0,-0.393147,-0.0698588,0.353785,-0.134166,-0.0185813,-0.990785,0.4,0,0,0.953739,0.300637,-0.103549,-0.0355832,0.00134983,0.211046,0.00752248,0.0269908,-0.0937112,-0.0534553,-0.0604876,0.429248,-0.131789,0.0131405,-0.049218,0.00868085,0.0191458,0.0422246,0.0267544,-0.0339772,-0.00400706,0.0603224,0.0446211,0.00478315,-0.0285211,-0.0174433,0.791099,0.456436,-0.25047,-1.01377,0.321913,-0.0519201,-1.52107,0.30571,0.532332,3.40958,-0.278368,0.02567,0.666647,-0.447231,-0.0778263,0.176684,0.466171,0.604696,-0.27906,0.991907,0.181538,0.014042,0.058275,-0.175895,-0.548134,1.32749,-0.86361,-0.0953669,0.168993,0.547303,-1.02304,-0.727223,-0.204661,3.16682,-0.484366,0.0494742,0.15456,0.180468,0.140292,0.171757,0.14204,-0.0237748,-0.0633782,0.232413,0.139488,0.0476427,-0.156151,-0.0875553,-0.577636,1.20915,-0.783667,-0.0477935,0.0743436,0.437217,-1.15871,-0.670696,-0.157047,3.35751,-0.518684,0.0911389,0.0498585,0.181708,0.140796,0.109751,0.119575,-0.0214078,-0.0566962,0.190663,0.151883,0.0552244,-0.228274,-0.0930094,-0.186645,0.216272,-0.16525,0.292473,-0.175606,0.108562,-0.273807,-0.135504,0.0241429,0.828808,-0.370193,0.064805,0.00747878,0.0272562,0.402799,0.221156,0.0493248,0.861169,-0.0233872,0.421499,-0.123044,0.0227801,0.775837,-0.0383664
43.1608,10.4059,0.0659378,0,-0.108406,0.722091,0.108855,-0.136491,-8.09133e-05,-0.990641,0.759065,0.4,0,0,slope_down,0,1.20872e-06,0.994957,0.00132445,0.00371775,0,1,0,-0.535144,-0.103809,0.505077,-0.135833,-0.00886368,-0.990692,0.4,0,0,0.995404,0.0957696,-0.0898867,-0.0256498,-0.00563411,0.1938,0.0129528,0.0258475,-0.115274,-0.0489225,-0.056701,0.47672,-0.135466,0.0135052,-0.0348044,0.000869747,0.0180905,0.0449561,0.033489,-0.0245385,-0.00812263,0.0776737,0.0487582,0.00572733,-0.0280877,-0.0203398,0.752492,0.613597,-0.452049,-0.928338,0.285813,-0.0490989,-0.914171,0.219627,0.0630925,1.94199,-0.18337,0.0187911,0.877493,-0.39032,-0.0387483,0.13757,0.309449,0.443751,-0.190234,0.927503,0.2687,0.0842261,0.0118998,-0.14065,-0.577636,1.20915,-0.783667,-0.0477935,0.0743436,0.437217,-1.15871,-0.670696,-0.157047,3.35751,-0.518684,0.0911389,0.0498585,0.181708,0.140796,0.109751,0.119575,-0.0214078,-0.0566962,0.190663,0.151883,0.0552244,-0.228274,-0.0930094,-0.565783,0.992934,-0.675061,-0.00708671,0.0387301,0.329206,-1.14907,-0.56972,-0.182693,3.33531,-0.47681,0.0763379,-0.0391542,0.226567,0.155688,0.0765331,0.104942,-0.0220773,-0.0476074,0.143025,0.123625,0.0425274,-0.249415,-0.0929552,-0.184867,0.18384,-0.148959,0.298884,-0.187292,0.0731208,-0.27236,-0.120358,0.020296,0.825311,-0.356453,0.0599484,-0.00587312,0.033985,0.408383,0.2087,0.0432886,0.860893,-0.019638,0.403634,-0.133641,0.0175426,0.767116,-0.038344
43.1808,10.4082,0.0659466,0,-0.10877,0.723317,0.109422,-0.136854,0.00458062,-0.990581,0.763779,0.4,0,0,slope_down,0,6.76934e-07,0.997,0.00146039,0.00153945,0,1,0,-0.298499,-0.00733181,0.189886,-0.136491,-8.09133e-05,-0.990641,0.4,0,-0.00502662,0.993563,-0.113284,-0.0771011,-0.0147452,-0.0105832,0.176235,0.018758,0.0206864,-0.138162,-0.0480107,-0.0480071,0.5119,-0.141079,0.0168162,-0.0208078,-0.00195406,0.0182171,0.0466361,0.0388077,-0.019265,-0.0101936,0.0912836,0.0554507,0.00896858,-0.0293274,-0.0231843,0.579451,0.464301,-0.148938,-0.819183,0.275962,-0.311806,-1.09782,-0.131924,0.448667,1.30402,-0.11988,0.0782028,0.542551,-0.0378923,0.0571593,0.0358394,0.213718,0.160139,-0.047031,0.47872,0.364834,0.208124,-0.095068,-0.128607,-0.565783,0.992934,-0.675061,-0.00708671,0.0387301,0.329206,-1.14907,-0.56972,-0.182693,3.33531,-0.47681,0.0763379,-0.0391542,0.226567,0.155688,0.0765331,0.104942,-0.0220773,-0.0476074,0.143025,0.123625,0.0425274,-0.249415,-0.0929552,-0.540992,0.820935,-0.630394,-0.0271619,0.0523372,0.25875,-1.03227,-0.472514,-0.239514,3.21228,-0.3813,0.033308,-0.0983909,0.212616,0.154319,0.0638618,0.108101,-0.0153287,-0.0522352,0.121851,0.0319202,0.00255109,-0.229947,-0.0787912,-0.181149,0.15804,-0.142259,0.295722,-0.182827,0.0500023,-0.25484,-0.105777,0.0117728,0.805934,-0.325114,0.0458292,-0.0147586,0.0318925,0.40787,0.203948,0.0445915,0.863677,-0.021547,0.395694,-0.16803,0.00105232,0.775147,-0.0325014
43.2008,10.4112,0.065466,0,-0.110551,0.723831,0.111306,-0.138636,0.00584966,-0.990326,0.770376,0.4,0,0,slope_down,0,6.9107e-07,0.995081,0.00334438,0.00157404,0,1,0,-0.118264,-0.0631847,0.291423,-0.136854,0.00458062,-0.990581,0.4,0,-0.00926961,0.948296,-0.317386,-0.0669692,-0.00736754,-0.0145887,0.162678,0.0231181,0.0147491,-0.153733,-0.053958,-0.0430805,0.522015,-0.140321,0.0174952,-0.0132646,-0.0025032,0.0201428,0.0467867,0.0412966,-0.0168554,-0.0107518,0.096807,0.0626529,0.013347,-0.0314316,-0.0250371,0.529167,0.291013,-0.232711,-0.614377,0.188967,-0.342655,-0.383443,-0.391044,0.090955,-0.254997,0.299268,-0.0319019,0.225348,-0.0490822,0.144533,-0.0126074,0.0822616,0.121979,-0.0219343,0.114914,0.30645,0.212198,-0.0593811,-0.0480011,-0.540992,0.820935,-0.630394,-0.0271619,0.0523372,0.25875,-1.03227,-0.472514,-0.239514,3.21228,-0.3813,0.033308,-0.0983909,0.212616,0.154319,0.0638618,0.108101,-0.0153287,-0.0522352,0.121851,0.0319202,0.00255109,-0.229947,-0.0787912,-0.568443,0.696934,-0.577459,-0.0817696,0.111381,0.231924,-0.939201,-0.372541,-0.31421,3.08258,-0.258494,-0.0023792,-0.084919,0.228249,0.144737,0.0748306,0.111891,-0.0292473,-0.0631956,0.107108,-0.0594637,-0.0330532,-0.218914,-0.06371,-0.185266,0.13944,-0.134319,0.287121,-0.163453,0.0412002,-0.24088,-0.0907812,0.000568498,0.785506,-0.284818,0.0341193,-0.0127379,0.0342373,0.404276,0.208061,0.0461552,0.857935,-0.0260682,0.390165,-0.202299,-0.0136344,0.779698,-0.0262804
43.2208,10.4147,0.0644316,0,-0.113206,0.723668,0.113829,-0.14129,0.00344186,-0.989962,0.777076,0.4,0,0,slope_down,0,7.10207e-07,0.992153,0.00594796,0.00189823,0,1,0,0.0422114,-0.11886,0.343892,-0.138636,0.00584966,-0.990326,0.4,0,0,0.861583,-0.507617,-0.0576279,-0.00346095,-0.0198466,0.153803,0.0251953,0.00887017,-0.155634,-0.062534,-0.0417119,0.506335,-0.133521,0.0160269,-0.012262,-0.00270763,0.0231532,0.0461474,0.0422907,-0.0143608,-0.0113383,0.0962841,0.0667321,0.0164855,-0.0328273,-0.0255245,0.431283,0.147149,-0.27147,-0.321447,0.0453028,-0.287908,0.150365,-0.409168,0.0462195,-1.22264,0.848434,-0.248873,-0.0646748,0.0293481,0.15321,-0.0504571,0.0261498,0.117929,-0.0617134,-0.143963,0.0893599,0.0909309,-0.0533934,-0.0112404,-0.568443,0.696934,-0.577459,-0.0817696,0.111381,0.231924,-0.939201,-0.372541,-0.31421,3.08258,-0.258494,-0.0023792,-0.084919,0.228249,0.144737,0.0748306,0.111891,-0.0292473,-0.0631956,0.107108,-0.0594637,-0.0330532,-0.218914,-0.06371,-0.650885,0.586353,-0.487855,-0.14878,0.160829,0.249242,-0.813361,-0.280428,-0.395668,2.95592,-0.138912,-0.0246152,-0.0112793,0.242353,0.124224,0.0785671,0.109166,-0.0521406,-0.0691311,0.0880124,-0.0979799,-0.0484644,-0.20754,-0.0601749,-0.197633,0.122853,-0.120878,0.276567,-0.147228,0.0468826,-0.222004,-0.0769643,-0.0116502,0.765557,-0.245581,0.0268231,-0.00169189,0.036353,0.396584,0.209463,0.0450309,0.848492,-0.0285166,0.383005,-0.216742,-0.0199916,0.78439,-0.0248222
43.2408,10.4186,0.0629017,0,-0.11599,0.722989,0.11652,-0.144074,0.000264648,-0.989567,0.782121,0.4,0,0,slope_down,0,7.76058e-07,0.989978,0.00762226,0.00239931,0,1,0,0.240876,-0.113468,0.245918,-0.14129,0.00344186,-0.989962,0.4,0,-0.00603003,0.737213,-0.675661,-0.0499057,-0.0022223,-0.0251082,0.150068,0.0245934,0.00264644,-0.150772,-0.0715375,-0.0400515,0.477551,-0.119418,0.0119245,-0.0176972,0.000758653,0.0258713,0.045011,0.0426123,-0.0125359,-0.0129928,0.090087,0.0653372,0.0171964,-0.0343429,-0.0256313,0.255844,-0.0117402,-0.209318,-0.0290861,-0.0924441,-0.282136,0.156242,-0.394884,0.146474,-1.15341,0.50785,-0.157732,-0.392367,0.275502,0.0933675,-0.0502164,0.0103278,0.0566067,-0.0686925,-0.387621,-0.178252,0.00942775,-0.106239,-0.00253411,-0.650885,0.586353,-0.487855,-0.14878,0.160829,0.249242,-0.813361,-0.280428,-0.395668,2.95592,-0.138912,-0.0246152,-0.0112793,0.242353,0.124224,0.0785671,0.109166,-0.0521406,-0.0691311,0.0880124,-0.0979799,-0.0484644,-0.20754,-0.0601749,-0.731683,0.485653,-0.416626,-0.0503281,0.194711,0.245308,-0.69347,-0.250752,-0.428922,2.70037,-0.0265665,-0.0495747,0.0691805,0.24874,0.0910553,0.0778984,0.0933062,-0.0869118,-0.0642443,0.077534,-0.0921829,-0.0542922,-0.203059,-0.0614798,-0.209752,0.107748,-0.110194,0.292073,-0.13611,0.0455918,-0.204021,-0.0725128,-0.0166383,0.725308,-0.208717,0.0186333,0.0103771,0.037311,0.384146,0.209212,0.0384888,0.834149,-0.0265008,0.379075,-0.214569,-0.0223955,0.786238,-0.0253604
43.2608,10.423,0.0609201,0,-0.119824,0.721742,0.120374,-0.147909,-0.00384521,-0.988994,0.786329,0.4,0,0,slope_down,0,1.0828e-06,0.97868,0.0166596,0.00465891,0,1,0,0.156538,-0.195824,0.331209,-0.144074,0.000264648,-0.989567,0.4,0,0,0.580621,-0.814174,-0.0454693,-0.00163482,-0.0294389,0.151461,0.0218132,-0.00233598,-0.142485,-0.0763129,-0.0418496,0.450547,-0.098217,0.0066977,-0.024462,0.00649947,0.0270236,0.0433273,0.0427259,-0.0118532,-0.0143212,0.0819693,0.0592406,0.0171781,-0.0356617,-0.0256442,0.210867,0.107649,-0.313698,0.211724,-0.226436,-0.278124,0.832881,-0.104548,-0.360917,-2.00632,1.57806,-0.362874,-0.293428,0.336736,0.0282364,-0.145634,0.00141554,0.0169236,-0.0583106,-0.482349,-0.473531,-0.0157352,-0.0503107,-4.04966e-05,-0.731683,0.485653,-0.416626,-0.0503281,0.194711,0.245308,-0.69347,-0.250752,-0.428922,2.70037,-0.0265665,-0.0495747,0.0691805,0.24874,0.0910553,0.0778984,0.0933062,-0.0869118,-0.0642443,0.077534,-0.0921829,-0.0542922,-0.203059,-0.0614798,-0.828718,0.395619,-0.325969,0.101681,0.145071,0.204784,-0.631438,-0.242814,-0.441449,2.38805,0.0813336,-0.0505169,0.102798,0.279511,0.0706294,0.0677277,0.0750181,-0.0858857,-0.0545115,0.084612,-0.0604598,-0.0375531,-0.208416,-0.0706043,-0.224308,0.0942428,-0.0965954,0.316015,-0.152399,0.0322947,-0.194716,-0.0713221,-0.0185173,0.676118,-0.173312,0.0183241,0.0154197,0.0419266,0.376486,0.205398,0.030945,0.834572,-0.022486,0.38173,-0.202672,-0.0154907,0.784028,-0.0291243
43.2808,10.4266,0.0588942,0,-0.121868,0.720132,0.122621,-0.149953,-0.00916632,-0.988651,0.786565,0.4,0,0,slope_down,0,8.15e-07,0.982031,0.0134914,0.00447662,0,1,0,0.228009,-0.151911,0.116336,-0.147909,-0.00384521,-0.988994,0.4,0,-0.0037868,0.398653,-0.917102,-0.0430998,-3.48948e-05,-0.0340469,0.159424,0.0152414,-0.00878534,-0.124966,-0.0758827,-0.0463746,0.408044,-0.0691311,0.000515506,-0.031893,0.0179616,0.0265347,0.0395438,0.0426318,-0.0118186,-0.0151683,0.0695972,0.0465966,0.0153625,-0.0378209,-0.0256597,-0.0433074,0.0776182,-0.195615,0.562914,-0.387567,-0.318371,0.8294,0.133409,-0.207293,-2.04499,1.65122,-0.239276,-0.317906,0.632868,-0.074737,-0.206531,-0.0163613,-0.00274623,-0.0239609,-0.593135,-0.635022,-0.140994,-0.179802,-0.00352893,-0.828718,0.395619,-0.325969,0.101681,0.145071,0.204784,-0.631438,-0.242814,-0.441449,2.38805,0.0813336,-0.0505169,0.102798,0.279511,0.0706294,0.0677277,0.0750181,-0.0858857,-0.0545115,0.084612,-0.0604598,-0.0375531,-0.208416,-0.0706043,-0.8672,0.295719,-0.255239,0.257233,0.0622545,0.132831,-0.471944,-0.266751,-0.421481,1.95426,0.194195,-0.0645401,0.110276,0.303319,0.0524387,0.0723453,0.0515177,-0.0724794,-0.0294326,0.108426,-0.0271051,-0.0314549,-0.198892,-0.0821115,-0.23008,0.0792578,-0.0859859,0.340514,-0.179573,0.00868506,-0.170792,-0.0749126,-0.0155221,0.607796,-0.13628,0.0137228,0.0165414,0.0454978,0.369664,0.207129,0.0212511,0.840102,-0.0121409,0.39066,-0.190164,-0.0129751,0.787957,-0.033871
43.3008,10.4314,0.0563687,0,-0.12452,0.717466,0.125871,-0.152605,-0.0160866,-0.988156,0.785872,0.4,0,0,slope_down,0,5.11904e-07,0.985581,0.0109007,0.00351819,0,1,0,0.362251,-0.0993911,-0.0444925,-0.149953,-0.00916632,-0.988651,0.4,0,-0.00399998,0.19926,-0.979947,-0.0463345,0.000219692,-0.0365922,0.17238,0.00710924,-0.0147329,-0.111604,-0.0730962,-0.049009,0.37267,-0.044497,-0.0031831,-0.0384259,0.031053,0.0247175,0.0355713,0.0420232,-0.0119026,-0.0154704,0.0583243,0.0351317,0.0121704,-0.0423273,-0.0257653,-0.251822,-0.0384276,-0.103834,0.816783,-0.493406,-0.350764,0.737592,0.161296,-0.136092,-1.98191,1.41512,-0.204536,-0.401086,0.763065,-0.100212,-0.221306,-0.0722901,-0.00385846,-0.0104941,-0.641217,-0.621323,-0.207172,-0.288236,-0.00827969,-0.8672,0.295719,-0.255239,0.257233,0.0622545,0.132831,-0.471944,-0.266751,-0.421481,1.95426,0.194195,-0.0645401,0.110276,0.303319,0.0524387,0.0723453,0.0515177,-0.0724794,-0.0294326,0.108426,-0.0271051,-0.0314549,-0.198892,-0.0821115,-0.840031,0.174,-0.179613,0.505445,-0.0231677,-0.00148085,-0.330175,-0.367259,-0.328533,1.38548,0.242719,-0.0956811,0.0537204,0.328669,0.0401939,0.0939816,0.0197926,-0.0452112,0.0277886,0.154964,-0.043517,-0.0514692,-0.181382,-0.0913947,-0.226005,0.0609999,-0.0746419,0.379608,-0.207602,-0.0353859,-0.149526,-0.0899888,-0.00157988,0.518214,-0.120358,0.00350464,0.00805806,0.0493004,0.365073,0.215243,0.00816445,0.85135,0.0114628,0.408112,-0.196319,-0.0212311,0.79518,-0.0377003
43.3208,10.435,0.0546858,0,-0.129113,0.715221,0.131415,-0.157197,-0.0230184,-0.987299,0.782535,0.4,0,0,slope_down,0,8.03949e-07,0.96315,0.0264128,0.0104366,0,1,0,0.397524,-0.209508,-0.0290092,-0.152605,-0.0160866,-0.988156,0.4,0,-0.00337599,-0.00884125,-0.999961,-0.050721,-0.000613526,-0.0383789,0.18946,-0.0032959,-0.0219809,-0.0888545,-0.0685381,-0.0519909,0.324015,-0.023109,-0.00786006,-0.045051,0.0447495,0.0232363,0.0320386,0.0377972,-0.0114859,-0.0142861,0.0486624,0.0248697,0.00737403,-0.0479373,-0.0260768,-0.189384,-0.0551218,-0.0732006,1.03343,-0.644777,-0.447373,1.69009,0.243489,-0.0776458,-2.48229,-1.14859,-0.300851,-0.322042,0.769659,-0.0721595,-0.179221,-0.395499,0.0860344,0.220834,-0.413025,-0.55134,-0.321059,-0.315689,-0.0289166,-0.840031,0.174,-0.179613,0.505445,-0.0231677,-0.00148085,-0.330175,-0.367259,-0.328533,1.38548,0.242719,-0.0956811,0.0537204,0.328669,0.0401939,0.0939816,0.0197926,-0.0452112,0.0277886,0.154964,-0.043517,-0.0514692,-0.181382,-0.0913947,-0.792663,-0.0749793,-0.0556432,1.17815,-0.140684,-0.211664,-0.322149,-0.712737,-0.170567,0.631755,0.0996157,-0.193141,-0.150186,0.411461,0.0935139,0.135768,-0.0333052,-0.0225868,0.0701708,0.201032,-0.0806679,-0.05442,-0.206582,-0.111245,-0.218899,0.0236531,-0.0560465,0.485559,-0.246162,-0.104352,-0.148322,-0.141811,0.0221149,0.399501,-0.167314,-0.0284744,-0.022528,0.0617192,0.385068,0.230913,-0.0137384,0.860683,0.0289455,0.425387,-0.21025,-0.0224483,0.784785,-0.0458885
43.3408,10.4378,0.0532849,0,-0.131165,0.713511,0.132832,-0.159249,-0.0184661,-0.987066,0.777837,0.4,0,0,slope_down,0,1.45562e-06,0.934643,0.0544323,0.0109232,0,1,0,0.198576,-0.148278,-0.21403,-0.157197,-0.0230184,-0.987299,0.4,0,-0.000372183,-0.216557,-0.97627,-0.0559782,0.00131451,-0.0385702,0.215006,-0.019334,-0.0321884,-0.0459421,-0.0636348,-0.0511279,0.276718,-0.0766781,-0.00210604,-0.0464959,0.0636004,0.0214826,0.0252434,0.0265162,-0.00773835,-0.00763009,0.0393635,0.0109391,-0.000819311,-0.0535623,-0.0269643,-0.297509,0.166524,0.0250239,1.07577,-0.660369,-0.43318,1.75973,0.280753,0.220925,-2.03946,-2.23812,0.448256,0.0805224,0.769587,-0.0571131,-0.318846,-0.523671,0.150869,0.302059,-0.401205,-0.575241,-0.325338,-0.2138,-0.057259,-0.792663,-0.0749793,-0.0556432,1.17815,-0.140684,-0.211664,-0.322149,-0.712737,-0.170567,0.631755,0.0996157,-0.193141,-0.150186,0.411461,0.0935139,0.135768,-0.0333052,-0.0225868,0.0701708,0.201032,-0.0806679,-0.05442,-0.206582,-0.111245,-1.02407,-0.214122,0.0279861,2.13056,-0.26924,-0.263008,-0.251843,-1.2272,0.0996161,0.0889818,-0.114701,-0.382672,-0.39682,0.464357,0.248732,0.122479,-0.0356116,0.0261078,0.0591033,0.253256,-0.0795912,0.00676207,-0.262501,-0.0570013,-0.253611,0.00278173,-0.0435021,0.635563,-0.288344,-0.121199,-0.137776,-0.21898,0.0626424,0.314015,-0.237636,-0.0906644,-0.059523,0.0696536,0.443275,0.22593,-0.0146898,0.880769,0.0243801,0.444971,-0.209847,0.00278936,0.761718,-0.023513
43.3608,10.4404,0.051797,0,-0.131487,0.712745,0.132633,-0.159572,-0.0134024,-0.987095,0.782501,0.4,0,0,slope_down,0,4.28777e-06,0.903979,0.0908644,0.00515224,0,1,0,-0.57444,-0.133241,-0.119594,-0.159249,-0.0184661,-0.987066,0.4,0,0.00385535,-0.414807,-0.90991,-0.0634492,0.014059,-0.0391182,0.235684,-0.0316768,-0.0403911,-0.0310308,-0.050809,-0.0464859,0.261532,-0.0922495,0.0118595,-0.0330998,0.0770197,0.0205437,0.0173187,0.012733,-0.00313807,0.000289755,0.0340471,-0.00185597,-0.00589952,-0.0583766,-0.0294301,-0.53666,1.02098,-0.0425211,1.36235,-0.750242,-0.421813,0.157371,0.934774,-0.058455,0.169369,0.182712,0.103971,1.09728,0.538477,0.0313301,-0.509709,-0.808604,0.269328,0.410543,-0.220268,-0.751609,-0.229927,-0.285567,-0.115336,-1.02407,-0.214122,0.0279861,2.13056,-0.26924,-0.263008,-0.251843,-1.2272,0.0996161,0.0889818,-0.114701,-0.382672,-0.39682,0.464357,0.248732,0.122479,-0.0356116,0.0261078,0.0591033,0.253256,-0.0795912,0.00676207,-0.262501,-0.0570013,-1.38233,-0.102578,0.0457079,2.50668,-0.22912,-0.110694,-0.569115,-1.53489,0.309618,-0.198104,-0.285586,-0.531489,-0.532614,0.471809,0.345733,0.0865835,-0.0348899,0.0294119,-0.0332221,0.159428,-0.0726795,0.0541701,-0.237488,0.0464889,-0.307349,0.0195133,-0.0408438,0.694801,-0.27518,-0.0712216,-0.185367,-0.265133,0.0941427,0.268799,-0.293708,-0.139495,-0.079892,0.0707714,0.47965,0.212469,-0.0143921,0.882132,-0.0137041,0.409786,-0.207255,0.0223452,0.772036,0.0191767
43.3808,10.4426,0.05053,0,-0.129036,0.712825,0.130946,-0.15712,-0.0203906,-0.987369,0.784587,0.4,0,0,slope_down,0,1.73056e-06,0.970048,0.0265034,0.00344668,0,1,0,0.19953,0.13065,0.216106,-0.159572,-0.0134024,-0.987095,0.4,0,-0.000342357,-0.594927,-0.80378,-0.0973252,0.0266294,-0.0270311,0.300637,-0.0446123,-0.0438023,-0.0339349,-0.040963,-0.0509767,0.271676,-0.0932625,0.00853878,-0.0194088,0.0788576,0.0276633,0.00806934,-0.00174685,-0.00141233,0.00398221,0.0307001,-0.0154827,-0.00624802,-0.0678989,-0.024968,-2.20998,0.0443258,0.893272,3.87769,-0.30708,0.188732,-0.495454,-0.0204475,0.031137,0.689595,-0.263391,-0.221392,0.11,-0.0712043,0.569351,-0.362899,-0.474329,0.00661957,-0.0795981,-0.24022,-0.471734,0.137437,-0.331843,0.600886,-1.38233,-0.102578,0.0457079,2.50668,-0.22912,-0.110694,-0.569115,-1.53489,0.309618,-0.198104,-0.285586,-0.531489,-0.532614,0.471809,0.345733,0.0865835,-0.0348899,0.0294119,-0.0332221,0.159428,-0.0726795,0.0541701,-0.237488,0.0464889,-1.57055,0.0764554,0.0200702,2.80251,-0.350548,-0.018369,-0.599799,-1.54596,0.37056,-0.302177,-0.307821,-0.5445,-0.517708,0.555414,0.373727,0.0547609,-0.0354354,0.0205797,-0.0720443,0.075767,-0.104252,-0.00282603,-0.212566,0.0548278,-0.335583,0.0463683,-0.0446895,0.741395,-0.315024,-0.0409273,-0.18997,-0.266794,0.103284,0.252407,-0.301004,-0.143764,-0.0776562,0.0833121,0.490148,0.200535,-0.0146171,0.878489,-0.0297183,0.378413,-0.219095,-0.00116574,0.782316,0.0226165
43.4008,10.4446,0.0499292,0,-0.125631,0.713835,0.128865,-0.153715,-0.0281041,-0.987715,0.782986,0.4,0,0,slope_down,0,7.48973e-07,0.987916,0.0103304,0.00175278,0,1,0,0.40115,0.166528,0.0550849,-0.15712,-0.0203906,-0.987369,0.4,0,-0.00221958,-0.749045,-0.662519,-0.134383,0.0203313,-0.0105225,0.365075,-0.0535929,-0.0388592,-0.041314,-0.0459928,-0.0483901,0.280859,-0.0978948,0.00508905,-0.022315,0.0782441,0.0421139,0.0019062,-0.00820016,-0.00116897,0.000607763,0.0271531,-0.0215714,-0.0036998,-0.0713017,-0.0137592,-2.08138,-0.427694,0.822218,3.53916,-0.973231,0.591737,-0.290181,-0.274587,0.157688,0.243982,-0.160855,-0.194975,-0.162647,-0.00378726,0.941184,-0.379691,-0.272326,0.0199594,-0.328903,-0.184868,-0.280563,0.0722149,-0.0760783,0.587036,-1.57055,0.0764554,0.0200702,2.80251,-0.350548,-0.018369,-0.599799,-1.54596,0.37056,-0.302177,-0.307821,-0.5445,-0.517708,0.555414,0.373727,0.0547609,-0.0354354,0.0205797,-0.0720443,0.075767,-0.104252,-0.00282603,-0.212566,0.0548278,-1.76363,0.139602,-0.0124961,2.97992,-0.457039,0.00326414,-0.53659,-1.4686,0.357228,-0.171189,-0.280462,-0.464129,-0.480919,0.545217,0.312608,0.0777931,-0.0324407,-0.0153553,-0.0705421,0.03192,-0.106292,-0.019885,-0.152891,0.000462503,-0.364544,0.0558404,-0.0495744,0.769338,-0.349966,-0.033829,-0.180489,-0.25519,0.101284,0.273038,-0.292026,-0.117392,-0.0721378,0.0817826,0.467228,0.209172,-0.0133818,0.863666,-0.0290986,0.36197,-0.21986,-0.00820257,0.806932,0.000190783
43.4208,10.4464,0.0497446,0,-0.120505,0.715379,0.124809,-0.148589,-0.0325921,-0.988362,0.780446,0.4,0,0,slope_down,0,2.51328e-07,0.996255,0.00307119,0.000673509,0,1,0,0.29672,0.209843,-0.0976414,-0.153715,-0.0281041,-0.987715,0.4,0,-0.000778109,-0.870424,-0.492303,-0.17029,0.00993946,0.0025244,0.422257,-0.0700793,-0.0305121,-0.043256,-0.0510527,-0.0442397,0.278742,-0.0980679,0.00193534,-0.0254211,0.0808779,0.063021,-0.00561512,-0.0127913,0.000802279,-0.00628232,0.0243243,-0.0257375,-0.00321541,-0.071054,-0.00480811,-1.75772,-0.531102,0.353744,2.51306,-1.21371,0.453686,0.00540383,-0.172994,0.165978,-0.361437,0.123234,-0.0938087,-0.0853531,0.156823,1.04884,-0.348407,-0.225435,0.145183,-0.303514,-0.160261,-0.164518,0.00362002,0.16279,0.22902,-1.76363,0.139602,-0.0124961,2.97992,-0.457039,0.00326414,-0.53659,-1.4686,0.357228,-0.171189,-0.280462,-0.464129,-0.480919,0.545217,0.312608,0.0777931,-0.0324407,-0.0153553,-0.0705421,0.03192,-0.106292,-0.019885,-0.152891,0.000462503,-1.85417,0.117937,-0.0156732,3.08588,-0.483657,-0.0228493,-0.489628,-1.35608,0.269378,0.00375055,-0.248946,-0.363468,-0.444497,0.505314,0.221556,0.10351,-0.0208454,-0.0687371,-0.0594623,0.0279485,-0.0932407,0.000395323,-0.0948379,-0.053708,-0.378126,0.0525905,-0.050051,0.786026,-0.3587,-0.0423974,-0.173444,-0.238312,0.0881067,0.300591,-0.281686,-0.084363,-0.0666746,0.0757971,0.433084,0.218816,-0.00859875,0.841646,-0.0245282,0.360481,-0.214965,0.000163071,0.830879,-0.0221546
